entity_id,event_id,risk_score,anomaly_type,explanation,top_contributing_features
SVC-000007,EVT-0009593,1.0,credential_stuffing,"credential_stuffing: a cluster of 4 related source_ips (101.202.139.128, 138.20.139.40, 217.168.15.101, 27.173.45.121) made 35 auth attempts against 35 distinct entity_ids within 30 min (32/35 = 91% failed) -- breadth-across-accounts pattern, not a single-entity brute_force","{""active_ip_cluster"": [""101.202.139.128"", ""138.20.139.40"", ""217.168.15.101"", ""27.173.45.121""], ""active_ip_cluster_size"": 4, ""cluster_distinct_entities"": 35, ""cluster_total_attempts"": 35, ""cluster_failed_attempts"": 32, ""cluster_failure_rate"": 0.914, ""window_minutes"": 30}"
SVC-000007,EVT-0014765,1.0,credential_stuffing,"credential_stuffing: a cluster of 3 related source_ips (200.185.156.94, 219.121.164.109, 94.228.37.11) made 29 auth attempts against 29 distinct entity_ids within 30 min (29/29 = 100% failed) -- breadth-across-accounts pattern, not a single-entity brute_force","{""active_ip_cluster"": [""200.185.156.94"", ""219.121.164.109"", ""94.228.37.11""], ""active_ip_cluster_size"": 3, ""cluster_distinct_entities"": 29, ""cluster_total_attempts"": 29, ""cluster_failed_attempts"": 29, ""cluster_failure_rate"": 1.0, ""window_minutes"": 30}"
SVC-000008,EVT-0003234,1.0,brute_force,brute_force: 14 failed auth_result attempts from source_ip=175.73.242.61 within 10 min of this event (threshold=4) + source_ip never seen before for this entity,"{""failed_auth_count_in_window"": 14, ""window_minutes"": 10, ""source_ip"": ""175.73.242.61"", ""source_ip_novel_for_entity"": true}"
SVC-000008,EVT-0008259,1.0,credential_stuffing,"credential_stuffing: a cluster of 2 related source_ips (136.48.60.157, 21.203.221.109) made 38 auth attempts against 38 distinct entity_ids within 30 min (35/38 = 92% failed) -- breadth-across-accounts pattern, not a single-entity brute_force","{""active_ip_cluster"": [""136.48.60.157"", ""21.203.221.109""], ""active_ip_cluster_size"": 2, ""cluster_distinct_entities"": 38, ""cluster_total_attempts"": 38, ""cluster_failed_attempts"": 35, ""cluster_failure_rate"": 0.921, ""window_minutes"": 30}"
SVC-000008,EVT-0032761,1.0,credential_stuffing,"credential_stuffing: a cluster of 3 related source_ips (167.175.108.212, 37.62.112.229, 77.62.183.184) made 18 auth attempts against 18 distinct entity_ids within 30 min (17/18 = 94% failed) -- breadth-across-accounts pattern, not a single-entity brute_force","{""active_ip_cluster"": [""167.175.108.212"", ""37.62.112.229"", ""77.62.183.184""], ""active_ip_cluster_size"": 3, ""cluster_distinct_entities"": 18, ""cluster_total_attempts"": 18, ""cluster_failed_attempts"": 17, ""cluster_failure_rate"": 0.944, ""window_minutes"": 30}"
SVC-000009,EVT-0014761,1.0,credential_stuffing,"credential_stuffing: a cluster of 3 related source_ips (200.185.156.94, 219.121.164.109, 94.228.37.11) made 29 auth attempts against 29 distinct entity_ids within 30 min (29/29 = 100% failed) -- breadth-across-accounts pattern, not a single-entity brute_force","{""active_ip_cluster"": [""200.185.156.94"", ""219.121.164.109"", ""94.228.37.11""], ""active_ip_cluster_size"": 3, ""cluster_distinct_entities"": 29, ""cluster_total_attempts"": 29, ""cluster_failed_attempts"": 29, ""cluster_failure_rate"": 1.0, ""window_minutes"": 30}"
DEV-000026,EVT-0014770,1.0,credential_stuffing,"credential_stuffing: a cluster of 3 related source_ips (200.185.156.94, 219.121.164.109, 94.228.37.11) made 29 auth attempts against 29 distinct entity_ids within 30 min (29/29 = 100% failed) -- breadth-across-accounts pattern, not a single-entity brute_force","{""active_ip_cluster"": [""200.185.156.94"", ""219.121.164.109"", ""94.228.37.11""], ""active_ip_cluster_size"": 3, ""cluster_distinct_entities"": 29, ""cluster_total_attempts"": 29, ""cluster_failed_attempts"": 29, ""cluster_failure_rate"": 1.0, ""window_minutes"": 30}"
SVC-000001,EVT-0045001,1.0,credential_stuffing,"credential_stuffing: a cluster of 3 related source_ips (197.82.137.193, 45.74.219.178, 69.178.56.245) made 34 auth attempts against 34 distinct entity_ids within 30 min (29/34 = 85% failed) -- breadth-across-accounts pattern, not a single-entity brute_force","{""active_ip_cluster"": [""197.82.137.193"", ""45.74.219.178"", ""69.178.56.245""], ""active_ip_cluster_size"": 3, ""cluster_distinct_entities"": 34, ""cluster_total_attempts"": 34, ""cluster_failed_attempts"": 29, ""cluster_failure_rate"": 0.853, ""window_minutes"": 30}"
SVC-000001,EVT-0045413,1.0,credential_stuffing,"credential_stuffing: a cluster of 3 related source_ips (42.208.165.101, 72.101.172.237, 89.209.43.53) made 34 auth attempts against 34 distinct entity_ids within 30 min (31/34 = 91% failed) -- breadth-across-accounts pattern, not a single-entity brute_force","{""active_ip_cluster"": [""42.208.165.101"", ""72.101.172.237"", ""89.209.43.53""], ""active_ip_cluster_size"": 3, ""cluster_distinct_entities"": 34, ""cluster_total_attempts"": 34, ""cluster_failed_attempts"": 31, ""cluster_failure_rate"": 0.912, ""window_minutes"": 30}"
SVC-000001,EVT-0046300,1.0,unclassified,"flagged by risk_score in the top 1% (risk_score=1.000) but did not match the brute_force, impossible_travel, or lateral_movement rule conditions","{""risk_score"": 1.0, ""score_method"": ""lstm""}"
SVC-000009,EVT-0030756,1.0,unclassified,"flagged by risk_score in the top 1% (risk_score=1.000) but did not match the brute_force, impossible_travel, or lateral_movement rule conditions","{""risk_score"": 1.0, ""score_method"": ""lstm""}"
SVC-000009,EVT-0030757,1.0,lateral_movement,"lateral_movement: accessed 3 resources outside this entity's normal set within 20 min (device-heartbeat-service -> printer-service -> email), escalating toward less common resources (global access frequency 0.102 -> 0.035)","{""novel_resource_chain"": [""device-heartbeat-service"", ""printer-service"", ""email""], ""chain_length"": 3, ""lookback_minutes"": 20, ""global_frequency_first"": 0.1019, ""global_frequency_last"": 0.0348}"
SVC-000009,EVT-0030765,1.0,lateral_movement,"lateral_movement: accessed 4 resources outside this entity's normal set within 20 min (device-heartbeat-service -> printer-service -> email -> hr-portal), escalating toward less common resources (global access frequency 0.102 -> 0.039)","{""novel_resource_chain"": [""device-heartbeat-service"", ""printer-service"", ""email"", ""hr-portal""], ""chain_length"": 4, ""lookback_minutes"": 20, ""global_frequency_first"": 0.1019, ""global_frequency_last"": 0.039}"
SVC-000009,EVT-0030990,1.0,unclassified,"flagged by risk_score in the top 1% (risk_score=1.000) but did not match the brute_force, impossible_travel, or lateral_movement rule conditions","{""risk_score"": 1.0, ""score_method"": ""lstm""}"
SVC-000009,EVT-0045408,1.0,credential_stuffing,"credential_stuffing: a cluster of 3 related source_ips (42.208.165.101, 72.101.172.237, 89.209.43.53) made 34 auth attempts against 34 distinct entity_ids within 30 min (31/34 = 91% failed) -- breadth-across-accounts pattern, not a single-entity brute_force","{""active_ip_cluster"": [""42.208.165.101"", ""72.101.172.237"", ""89.209.43.53""], ""active_ip_cluster_size"": 3, ""cluster_distinct_entities"": 34, ""cluster_total_attempts"": 34, ""cluster_failed_attempts"": 31, ""cluster_failure_rate"": 0.912, ""window_minutes"": 30}"
SVC-000010,EVT-0045436,1.0,credential_stuffing,"credential_stuffing: a cluster of 3 related source_ips (42.208.165.101, 72.101.172.237, 89.209.43.53) made 34 auth attempts against 34 distinct entity_ids within 30 min (31/34 = 91% failed) -- breadth-across-accounts pattern, not a single-entity brute_force","{""active_ip_cluster"": [""42.208.165.101"", ""72.101.172.237"", ""89.209.43.53""], ""active_ip_cluster_size"": 3, ""cluster_distinct_entities"": 34, ""cluster_total_attempts"": 34, ""cluster_failed_attempts"": 31, ""cluster_failure_rate"": 0.912, ""window_minutes"": 30}"
SVC-000013,EVT-0014784,1.0,credential_stuffing,"credential_stuffing: a cluster of 3 related source_ips (200.185.156.94, 219.121.164.109, 94.228.37.11) made 29 auth attempts against 29 distinct entity_ids within 30 min (29/29 = 100% failed) -- breadth-across-accounts pattern, not a single-entity brute_force","{""active_ip_cluster"": [""200.185.156.94"", ""219.121.164.109"", ""94.228.37.11""], ""active_ip_cluster_size"": 3, ""cluster_distinct_entities"": 29, ""cluster_total_attempts"": 29, ""cluster_failed_attempts"": 29, ""cluster_failure_rate"": 1.0, ""window_minutes"": 30}"
SVC-000013,EVT-0016052,1.0,credential_stuffing,"credential_stuffing: a cluster of 2 related source_ips (130.35.111.96, 144.182.80.251) made 31 auth attempts against 31 distinct entity_ids within 30 min (29/31 = 94% failed) -- breadth-across-accounts pattern, not a single-entity brute_force","{""active_ip_cluster"": [""130.35.111.96"", ""144.182.80.251""], ""active_ip_cluster_size"": 2, ""cluster_distinct_entities"": 31, ""cluster_total_attempts"": 31, ""cluster_failed_attempts"": 29, ""cluster_failure_rate"": 0.935, ""window_minutes"": 30}"
SVC-000013,EVT-0044974,1.0,credential_stuffing,"credential_stuffing: a cluster of 3 related source_ips (197.82.137.193, 45.74.219.178, 69.178.56.245) made 34 auth attempts against 34 distinct entity_ids within 30 min (29/34 = 85% failed) -- breadth-across-accounts pattern, not a single-entity brute_force","{""active_ip_cluster"": [""197.82.137.193"", ""45.74.219.178"", ""69.178.56.245""], ""active_ip_cluster_size"": 3, ""cluster_distinct_entities"": 34, ""cluster_total_attempts"": 34, ""cluster_failed_attempts"": 29, ""cluster_failure_rate"": 0.853, ""window_minutes"": 30}"
SVC-000014,EVT-0008277,1.0,credential_stuffing,"credential_stuffing: a cluster of 2 related source_ips (136.48.60.157, 21.203.221.109) made 38 auth attempts against 38 distinct entity_ids within 30 min (35/38 = 92% failed) -- breadth-across-accounts pattern, not a single-entity brute_force","{""active_ip_cluster"": [""136.48.60.157"", ""21.203.221.109""], ""active_ip_cluster_size"": 2, ""cluster_distinct_entities"": 38, ""cluster_total_attempts"": 38, ""cluster_failed_attempts"": 35, ""cluster_failure_rate"": 0.921, ""window_minutes"": 30}"
USR-000132,EVT-0026446,1.0,device_spoofing,"device_spoofing: device_fingerprint changed mid-session -- os=Ubuntu 20.04 LTS, mac=c6:a5:1e:0b:4b:48 appears within 5 min of 2 event(s) using this entity's historically consistent fingerprint","{""os"": ""Ubuntu 20.04 LTS"", ""mac_address"": ""c6:a5:1e:0b:4b:48"", ""protocol"": ""HTTPS"", ""os_novel_for_entity"": true, ""mac_novel_for_entity"": true, ""mid_session_change"": true, ""window_minutes"": 5, ""n_prior_events_checked"": 47}"
USR-000134,EVT-0023680,1.0,unclassified,"flagged by risk_score in the top 1% (risk_score=1.000) but did not match the brute_force, impossible_travel, or lateral_movement rule conditions","{""risk_score"": 1.0, ""score_method"": ""lstm""}"
USR-000134,EVT-0023681,1.0,unclassified,"flagged by risk_score in the top 1% (risk_score=1.000) but did not match the brute_force, impossible_travel, or lateral_movement rule conditions","{""risk_score"": 1.0, ""score_method"": ""lstm""}"
USR-000134,EVT-0023682,1.0,lateral_movement,"lateral_movement: accessed 3 resources outside this entity's normal set within 20 min (chat-app -> email -> hr-portal), escalating toward less common resources (global access frequency 0.042 -> 0.039)","{""novel_resource_chain"": [""chat-app"", ""email"", ""hr-portal""], ""chain_length"": 3, ""lookback_minutes"": 20, ""global_frequency_first"": 0.0416, ""global_frequency_last"": 0.039}"
USR-000134,EVT-0024320,1.0,unclassified,"flagged by risk_score in the top 1% (risk_score=1.000) but did not match the brute_force, impossible_travel, or lateral_movement rule conditions","{""risk_score"": 1.0, ""score_method"": ""lstm""}"
USR-000134,EVT-0024483,1.0,unclassified,"flagged by risk_score in the top 1% (risk_score=1.000) but did not match the brute_force, impossible_travel, or lateral_movement rule conditions","{""risk_score"": 1.0, ""score_method"": ""lstm""}"
USR-000132,EVT-0009780,1.0,unclassified,"flagged by risk_score in the top 1% (risk_score=1.000) but did not match the brute_force, impossible_travel, or lateral_movement rule conditions","{""risk_score"": 1.0, ""score_method"": ""lstm""}"
SVC-000014,EVT-0019235,1.0,device_spoofing,"device_spoofing: device_fingerprint changed mid-session -- os=Windows 11, mac=34:a0:1d:02:e7:8c appears within 5 min of 3 event(s) using this entity's historically consistent fingerprint","{""os"": ""Windows 11"", ""mac_address"": ""34:a0:1d:02:e7:8c"", ""protocol"": ""HTTPS"", ""os_novel_for_entity"": true, ""mac_novel_for_entity"": true, ""mid_session_change"": true, ""window_minutes"": 5, ""n_prior_events_checked"": 249}"
SVC-000015,EVT-0008690,1.0,credential_stuffing,"credential_stuffing: a cluster of 3 related source_ips (219.247.18.137, 42.44.154.198, 7.65.226.136) made 32 auth attempts against 32 distinct entity_ids within 30 min (29/32 = 91% failed) -- breadth-across-accounts pattern, not a single-entity brute_force","{""active_ip_cluster"": [""219.247.18.137"", ""42.44.154.198"", ""7.65.226.136""], ""active_ip_cluster_size"": 3, ""cluster_distinct_entities"": 32, ""cluster_total_attempts"": 32, ""cluster_failed_attempts"": 29, ""cluster_failure_rate"": 0.906, ""window_minutes"": 30}"
SVC-000016,EVT-0008676,1.0,credential_stuffing,"credential_stuffing: a cluster of 3 related source_ips (219.247.18.137, 42.44.154.198, 7.65.226.136) made 32 auth attempts against 32 distinct entity_ids within 30 min (29/32 = 91% failed) -- breadth-across-accounts pattern, not a single-entity brute_force","{""active_ip_cluster"": [""219.247.18.137"", ""42.44.154.198"", ""7.65.226.136""], ""active_ip_cluster_size"": 3, ""cluster_distinct_entities"": 32, ""cluster_total_attempts"": 32, ""cluster_failed_attempts"": 29, ""cluster_failure_rate"": 0.906, ""window_minutes"": 30}"
SVC-000018,EVT-0045457,1.0,credential_stuffing,"credential_stuffing: a cluster of 3 related source_ips (42.208.165.101, 72.101.172.237, 89.209.43.53) made 34 auth attempts against 34 distinct entity_ids within 30 min (31/34 = 91% failed) -- breadth-across-accounts pattern, not a single-entity brute_force","{""active_ip_cluster"": [""42.208.165.101"", ""72.101.172.237"", ""89.209.43.53""], ""active_ip_cluster_size"": 3, ""cluster_distinct_entities"": 34, ""cluster_total_attempts"": 34, ""cluster_failed_attempts"": 31, ""cluster_failure_rate"": 0.912, ""window_minutes"": 30}"
SVC-000019,EVT-0008274,1.0,credential_stuffing,"credential_stuffing: a cluster of 2 related source_ips (136.48.60.157, 21.203.221.109) made 38 auth attempts against 38 distinct entity_ids within 30 min (35/38 = 92% failed) -- breadth-across-accounts pattern, not a single-entity brute_force","{""active_ip_cluster"": [""136.48.60.157"", ""21.203.221.109""], ""active_ip_cluster_size"": 2, ""cluster_distinct_entities"": 38, ""cluster_total_attempts"": 38, ""cluster_failed_attempts"": 35, ""cluster_failure_rate"": 0.921, ""window_minutes"": 30}"
SVC-000019,EVT-0020146,1.0,credential_stuffing,"credential_stuffing: a cluster of 4 related source_ips (11.75.182.178, 210.36.246.64, 9.189.215.186, 91.24.147.11) made 17 auth attempts against 17 distinct entity_ids within 30 min (14/17 = 82% failed) -- breadth-across-accounts pattern, not a single-entity brute_force","{""active_ip_cluster"": [""11.75.182.178"", ""210.36.246.64"", ""9.189.215.186"", ""91.24.147.11""], ""active_ip_cluster_size"": 4, ""cluster_distinct_entities"": 17, ""cluster_total_attempts"": 17, ""cluster_failed_attempts"": 14, ""cluster_failure_rate"": 0.824, ""window_minutes"": 30}"
SVC-000020,EVT-0009598,1.0,credential_stuffing,"credential_stuffing: a cluster of 4 related source_ips (101.202.139.128, 138.20.139.40, 217.168.15.101, 27.173.45.121) made 35 auth attempts against 35 distinct entity_ids within 30 min (32/35 = 91% failed) -- breadth-across-accounts pattern, not a single-entity brute_force","{""active_ip_cluster"": [""101.202.139.128"", ""138.20.139.40"", ""217.168.15.101"", ""27.173.45.121""], ""active_ip_cluster_size"": 4, ""cluster_distinct_entities"": 35, ""cluster_total_attempts"": 35, ""cluster_failed_attempts"": 32, ""cluster_failure_rate"": 0.914, ""window_minutes"": 30}"
